dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,0.427105,7.778330,4.722252,1.623201,-5.433700,8.183794,3.090260
0.020000,0.396783,7.779782,4.752608,1.517831,-5.268527,8.258637,3.097258
0.020000,0.368490,7.780943,4.780925,1.415806,-5.101241,8.364328,3.103913
0.020000,0.342163,7.781853,4.807268,1.317154,-4.932598,8.432133,3.110213
0.020000,0.317735,7.782547,4.831706,1.221910,-4.762202,8.519799,3.116152
0.020000,0.295138,7.783059,4.854308,1.130105,-4.590228,8.598679,3.121725
0.020000,0.274306,7.783419,4.875143,1.041762,-4.417165,8.653166,3.126929
0.020000,0.255170,7.783654,4.894281,0.956908,-4.242698,8.723371,3.131766
0.020000,0.237659,7.783787,4.911793,0.875567,-4.067046,8.782589,3.136238
0.020000,0.221704,7.783839,4.927748,0.797758,-3.890480,8.828281,3.140353
0.020000,0.207234,7.783830,4.942218,0.723500,-3.712886,8.879737,3.144116
0.020000,0.194178,7.783775,4.955274,0.652811,-3.534457,8.921436,3.147538
0.020000,0.182464,7.783687,4.966988,0.585706,-3.355262,8.959748,3.150628
0.020000,0.172020,7.783578,4.977432,0.522198,-3.175399,8.993152,3.153400
0.020000,0.162775,7.783458,4.986678,0.462299,-2.994929,9.023491,3.155867
0.020000,0.154656,7.783333,4.994798,0.406021,-2.813886,9.052151,3.158044
0.020000,0.147589,7.783210,5.001866,0.353372,-2.632482,9.070203,3.159945
0.020000,0.141503,7.783093,5.007953,0.304361,-2.450547,9.096729,3.161589
0.020000,0.136325,7.782986,5.013133,0.258994,-2.268350,9.109847,3.162992
0.020000,0.131980,7.782890,5.017479,0.217277,-2.085834,9.125837,3.164172
0.020000,0.128397,7.782808,5.021063,0.179216,-1.903041,9.139653,3.165147
0.020000,0.125501,7.782738,5.023959,0.144813,-1.720168,9.143633,3.165936
0.020000,0.123220,7.782682,5.026241,0.114075,-1.536908,9.162995,3.166558
0.020000,0.121481,7.782638,5.027981,0.086999,-1.353780,9.156408,3.167033
0.020000,0.120210,7.782606,5.029252,0.063593,-1.170299,9.174025,3.167381
0.020000,0.119333,7.782583,5.030130,0.043856,-0.986880,9.170968,3.167621
0.020000,0.118777,7.782569,5.030685,0.027788,-0.803394,9.174290,3.167773
0.020000,0.118470,7.782560,5.030993,0.015390,-0.619864,9.176514,3.167857
0.020000,0.118336,7.782557,5.031126,0.006664,-0.436307,9.177859,3.167894
0.020000,0.118304,7.782556,5.031159,0.001609,-0.252736,9.178546,3.167902
0.020000,0.118304,7.782556,5.031159,0.000000,-0.080474,8.613086,3.167902
